abarner/template-dataset	19	11	globi:abarner/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	globi	https://github.com/abarner/template-dataset/archive/4bdb2493d4a6a9c36e864b1a2e3bab40459a1098.zip	2018-09-06T22:05:14.632Z
globalbioticinteractions/robledo	36	74	globi:globalbioticinteractions/robledo	García-Robledo C, Erickson DL, Staines CL, Erwin TL, Kress WJ. Tropical Plant–Herbivore Networks: Reconstructing Species Interactions Using DNA Barcodes Heil M, editor. PLoS ONE [Internet]. 2013 January 8;8(1):e52967. Available from: http://dx.doi.org/10.1371/journal.pone.0052967	robledo	https://github.com/globalbioticinteractions/robledo/archive/79bdf611d65b0db0c8bca17ac91e33785111a57f.zip	2018-09-06T22:58:51.376Z
globalbioticinteractions/roopnarine	736	96647	globi:globalbioticinteractions/roopnarine	no citation	roopnarine	https://github.com/globalbioticinteractions/roopnarine/archive/8800239a980ab7de1ea0f435e13a21a90072c9d6.zip	2018-09-06T22:59:12.820Z
globalbioticinteractions/saito2016	1703	3589	globi:globalbioticinteractions/saito2016	no citation	globi	https://github.com/globalbioticinteractions/saito2016/archive/0d028f7d0439059c777a464eca060779a56a960e.zip	2018-09-06T22:59:34.306Z
globalbioticinteractions/saproxylic	1328	25838	globi:globalbioticinteractions/saproxylic	Stokland, J.; Dahlberg, A.; Meyke, E.; Schigel, D.; Siitonen, J. (2006) The Nordic saproxylic database - a comprehensive overview of the biological diversity in dead wood. 1st European Congress of Conservation Biology - "Diversity for Europe". August 2006, Hungary. Book of Abstracts. Society of Conservation Biology (USA) & Blackwell Publishing (UK) p. 159 .	saproxylic	https://github.com/globalbioticinteractions/saproxylic/archive/a8d24b96edc0aa05666afe9a3d2705b20e046653.zip	2018-09-06T22:53:14.588Z
globalbioticinteractions/sealifebase	6664	40474	globi:globalbioticinteractions/sealifebase	Palomares, M.L.D. and D. Pauly. Editors. 2016. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2016).	fishbase	https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	2018-09-06T22:59:51.799Z
globalbioticinteractions/siad	8288	14896	globi:globalbioticinteractions/siad	Species Interactions of Australia Database (SIAD): Helping us to understand species interactions in Australia and beyond. http://www.discoverlife.org/siad/ .	siad	https://github.com/globalbioticinteractions/siad/archive/e0f252a567f5610e978f85981cb3a2e76f09b20c.zip	2018-09-06T22:19:24.624Z
globalbioticinteractions/species-interaction-dataset-inventory	4	2	globi:globalbioticinteractions/species-interaction-dataset-inventory	A dataset of interaction datasets.	globi	https://github.com/globalbioticinteractions/species-interaction-dataset-inventory/archive/f986a324b182c702e27428ba7c13336c92f93241.zip	2018-09-06T22:51:18.383Z
globalbioticinteractions/spire	4125	30167	globi:globalbioticinteractions/spire	no citation	spire	https://github.com/globalbioticinteractions/spire/archive/f9a1ba09085173a5bf56736456947d5a787d00de.zip	2018-09-06T22:51:47.202Z
globalbioticinteractions/strona	15358	38008	globi:globalbioticinteractions/strona	Giovanni Strona, Maria Lourdes D. Palomares, Nicolas Bailly, Paolo Galli, and Kevin D. Lafferty. 2013. Host range, host ecology, and distribution of more than 11800 fish parasite species. Ecology 94:544. http://dx.doi.org/10.1890/12-1419.1 .	strona	https://github.com/globalbioticinteractions/strona/archive/3031ac3fddb147874e448747217ed031c10a5076.zip	2018-09-06T22:19:04.642Z
globalbioticinteractions/szoboszlai2015	365	7720	globi:globalbioticinteractions/szoboszlai2015	Szoboszlai AI, Thayer JA, Wood SA, Sydeman WJ, Koehn LE (2015) Data from: Forage species in predator diets: synthesis of data from the California Current. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.nv5d2	szoboszlai	https://github.com/globalbioticinteractions/szoboszlai2015/archive/88e7ee7c745b5d2dfb437808fc749a0739fc36ac.zip	2018-09-06T22:51:14.987Z
globalbioticinteractions/template-dataset	19	11	globi:globalbioticinteractions/template-dataset	Jorrit H. Poelen. 2014. Species associations manually extracted from literature.	globi	https://zenodo.org/record/207958/files/globalbioticinteractions/template-dataset-0.0.2.zip	2018-09-06T22:10:33.283Z
globalbioticinteractions/thieltges2011	157	3338	globi:globalbioticinteractions/thieltges2011	David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1	hechinger	https://github.com/globalbioticinteractions/thieltges2011/archive/7459b21cae0e20f0535241773260708e3b486183.zip	2018-09-06T22:18:54.832Z
globalbioticinteractions/web-of-life	7403	50935	globi:globalbioticinteractions/web-of-life	Web of Life. http://www.web-of-life.es .	web-of-life	https://github.com/globalbioticinteractions/web-of-life/archive/f63e4dbd52d31b698df5d5f63a409889a26fd0a5.zip	2018-09-06T22:10:39.083Z
globalbioticinteractions/wood2015	131	25919	globi:globalbioticinteractions/wood2015	Wood SA, Russell R, Hanson D, Williams RJ, Dunne JA (2015) Data from: Effects of spatial scale of sampling on food web structure. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.g1qr6	wood	https://github.com/globalbioticinteractions/wood2015/archive/3c0f3183dd72c252474198aecbf705640ea92532.zip	2018-09-06T22:52:00.235Z
globalbioticinteractions/zander2011	102	1577	globi:globalbioticinteractions/zander2011	Zander, C. D., Josten, N., Detloff, K. C., Poulin, R., McLaughlin, J. P., & Thieltges, D. W. (2011). Food web including metazoan parasites for a brackish shallow water ecosystem in Germany and Denmark. Ecology, 92(10):2007. https://doi.org/10.1890/11-0374.1	hechinger	https://github.com/globalbioticinteractions/zander2011/archive/127d02ab22a4ccbc15084778a8a0fd763a48ef82.zip	2018-09-06T22:05:44.858Z
GoMexSI/abascal	544	4409	globi:GoMexSI/abascal	http://gomexsi.tamucc.edu	gomexsi	https://github.com/GoMexSI/abascal/archive/d2bbfcdfa4499ecc7fb021cee66aae05139b9a08.zip	2018-09-06T22:58:40.682Z
GoMexSI/abascal	544	4409	globi:GoMexSI/abascal	http://gomexsi.tamucc.edu	gomexsi	https://github.com/GoMexSI/abascal/archive/d2bbfcdfa4499ecc7fb021cee66aae05139b9a08.zip	2018-09-06T22:58:40.682Z
GoMexSI/akin	124	16331	globi:GoMexSI/akin	no citation	akin	https://github.com/GoMexSI/akin/archive/d7c309bc61ef9cfff277a5f99d2f025cc031a5ea.zip	2018-09-06T22:10:37.611Z
GoMexSI/baremore	44	1018	globi:GoMexSI/baremore	no citation	baremore	https://github.com/GoMexSI/baremore/archive/31d7692de9337b670d43ddaa2a0eab5e915e4226.zip	2018-09-06T22:18:56.620Z
GoMexSI/blewett	52	1130	globi:GoMexSI/blewett	no citation	blewett	https://github.com/GoMexSI/blewett/archive/fffe7b473f699653b66bad790b31085ce6c16024.zip	2018-09-06T22:16:34.643Z
GoMexSI/interaction-data	1903	74316	globi:GoMexSI/interaction-data	http://gomexsi.tamucc.edu	gomexsi	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip	2018-09-06T22:05:33.809Z
GoMexSI/interaction-data	1903	74316	globi:GoMexSI/interaction-data	http://gomexsi.tamucc.edu	gomexsi	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip	2018-09-06T22:05:33.809Z
GoMexSI/simons	623	5673	globi:GoMexSI/simons	no citation	simons	https://github.com/GoMexSI/simons/archive/f7890fdee09fad388625a1d26761280cb4d95cd5.zip	2018-09-06T22:05:49.792Z
GoMexSI/wrast	95	996	globi:GoMexSI/wrast	no citation	wrast	https://github.com/GoMexSI/wrast/archive/af62c0c5ee8b1f0cf27f85a3e1e8d66876a301fc.zip	2018-09-06T22:19:03.409Z
holmesjtg/okaloosa-county-coastal-uplands	39	77	globi:holmesjtg/okaloosa-county-coastal-uplands	Jeff Holmes. 2015. Manually transcribed by EOL Education.	globi	https://github.com/holmesjtg/okaloosa-county-coastal-uplands/archive/04071fa674aff8e0b61fafc639566a964849cad7.zip	2018-09-06T22:19:06.624Z
hurlbertlab/dietdatabase	4958	39520	globi:hurlbertlab/dietdatabase	Allen Hurlbert. 2017. Avian Diet Database.	hurlbert	https://github.com/hurlbertlab/dietdatabase/archive/f568197e72af42547c1f4fa489c5fe1024007b2a.zip	2018-09-06T22:05:18.159Z
jhammock/Layman-and-Allgeier-Lionfish	25	31	globi:jhammock/Layman-and-Allgeier-Lionfish	Layman, CA, Allgeier, JE. 2012. Characterizing trophic ecology of generalist consumers: a case study of the invasive lionfish in The Bahamas. Mar Ecol Prog Ser, Vol. 448: 131–141. doi: 10.3354/meps09511	globi	https://zenodo.org/record/232498/files/jhammock/Layman-and-Allgeier-Lionfish-1.0.zip	2018-09-06T22:59:16.574Z
